primary_key,eco_sect,Last_dep,job_dep,job_desc,Type_of_contract,JOB_CATEGORY,Work_condition,EMPLOYER_TYPE,working_hours,Employee_count
65903,"PZ","49","49","422e","CDI","O","C","ct_8",1820,"tr_3"
65909,"KZ","13","13","478b","CDI","O","C","ct_9",1820,"tr_5"
65932,"CK","71","21","374d","CDI","O","C","ct_9",1820,"tr_5"
65935,"QB","17","17","563a","AUT","O","C","ct_2",2275,"tr_6"
65940,"HZ","33","33","477b","CDI","O","C","ct_9",2200,"tr_3"
65959,"QA","05","05","344a","CDI","O","P","ct_8",416,"tr_4"
65978,"QA","60","60","526a","CDI","O","C","ct_3",1820,"tr_4"
65984,"JC","92","92","478a","CDI","O","C","ct_9",1820,"tr_6"
65990,"NZ","68","67","676a","TTP","O","C","ct_9",276,"tr_1"
66021,"JA","94","92","353c","CDD","O","N","ct_9",483,"tr_3"
66026,"IZ","63","63","525d","CDI","O","C","ct_9",1653,"tr_4"
66029,"HZ","34","34","643a","CDI","O","C","ct_9",1823,"tr_3"
66060,"RZ","75","75","424a","CDI","O","P","ct_8",558,"tr_2"
66070,"QB","91","91","563b","AUT","O","C","ct_2",1820,"tr_3"
66076,"FZ","06","06","621a","CDI","O","C","ct_9",1292,"tr_5"
66082,"GZ","69","69","554h","CDI","O","P","ct_9",840,"tr_1"
66087,"FZ","38","73","542a","CDI","O","P","ct_9",704,"tr_1"
66092,"CG","57","57","676c","CDI","O","C","ct_9",1708,"tr_6"
66107,"QA","62","62","525d","CDI","O","P","ct_8",900,"tr_5"
66117,"PZ","29","29","632k","AUT","X","P","ct_8",1009,"tr_3"
66159,"PZ","93","75","423b","CDI","O","C","ct_8",1820,"tr_2"
66163,"QA","90","90","431b","CDI","O","P","ct_8",765,"tr_5"
66171,"QB","28","28","563b","CDI","O","P","ct_8",1571,"tr_3"
66174,"QB","78","78","431f","CDI","O","P","ct_8",1611,"tr_4"
66190,"OZ","91","91","524c","CDD","O","P","ct_2",773,"tr_6"
66220,"QB","01","01","525d","CDI","O","C","ct_8",1512,"tr_3"
66240,"HZ","67","67","461d","CDI","O","C","ct_9",1820,"tr_6"
66260,"FZ","19","19","632a","CDI","O","C","ct_9",1562,"tr_3"
66298,"MC","77","75","373c","CDI","O","C","ct_9",1235,"tr_1"
66347,"IZ","65","65","561b","CDI","O","C","ct_9",440,"tr_1"
66348,"HZ","13","13","462c","CDI","O","C","ct_5",1705,"tr_6"
66350,"IZ","11","11","636d","TOA","O","C","ct_9",439,"tr_1"
66358,"QA","25","25","431f","AUT","O","C","ct_3",1802,"tr_6"
66361,"FZ","11","11","632a","CDD","O","P","ct_9",194,"tr_1"
66385,"HZ","91","77","641a","CDI","O","C","ct_9",2200,"tr_5"
66398,"QB","78","78","526a","CDI","O","C","ct_8",2890,"tr_3"
66410,"JC","92","92","388c","CDI","O","C","ct_9",1820,"tr_6"
66411,"QA","65","65","525d","CDI","O","C","ct_9",2624,"tr_5"
66433,"FZ","36","36","681b","CDD","O","C","ct_9",190,"tr_2"
66440,"NZ","95","91","684a","CDI","O","C","ct_9",1443,"tr_6"
66441,"NZ","33","33","684a","CDI","O","C","ct_9",1978,"tr_5"
66449,"CC","19","19","476a","CDI","O","C","ct_9",1534,"tr_2"
66457,"CA","79","79","625f","CDI","O","C","ct_9",1658,"tr_5"
66473,"CJ","80","80","676e","CDI","O","C",NA,147,NA
66487,"OZ","74","74","563b","CDD","O","C","ct_2",1668,"tr_5"
66489,"IZ","40","40","543c","CDI","O","C","ct_6",1538,"tr_1"
66494,"SZ","28","28","637b","CDI","O","P","ct_6",272,"tr_1"
66508,"PZ","68","68","523b","CDI","O","P","ct_1",1145,"tr_6"
66518,"QB","95","95","526c","CDI","O","C","ct_9",1834,"tr_2"
66538,"QB","31","31","344b","CDI","O","C","ct_8",1820,"tr_4"
66566,"JC","10","95","478c","CDI","O","C","ct_9",1820,"tr_6"
66587,"QA","13","13","643a","CDI","O","C","ct_9",1736,"tr_1"
66610,"CM","76","76","474c","CDI","O","C","ct_9",1571,"tr_6"
66620,"SZ","59","59","441a","AUT","O","C","ct_8",1680,"tr_4"
66623,"QB","33","33","434f","CDI","O","C","ct_8",1805,"tr_5"
66647,"CH","67","67","474a","CDI","O","C","ct_9",1810,"tr_2"
66658,"HZ","67","57","552a","CDI","O","C","ct_9",1220,"tr_5"
66662,"HZ","37","37","641b","CDI","O","P","ct_9",726,"tr_6"
66664,"QB","60","60","676c","CDI","O","C","ct_8",1578,"tr_5"
66670,"FZ","88","88","632f","CDI","O","C","ct_9",1632,"tr_3"
66680,"NZ","93","95","534a","CDI","O","P","ct_9",913,"tr_6"
66684,"QA","60","93","431d","CDI","O","P","ct_8",716,"tr_4"
66685,"MB","04","13","342g","CDI","O","C","ct_5",2080,"tr_6"
66687,"EZ","83","83","625h","CDI","O","C","ct_9",1820,"tr_2"
66704,"PZ","50","50","423b","CDI","O","P","ct_1",355,"tr_2"
66721,"HZ","71","21","641b","CDI","O","P","ct_9",998,"tr_0"
66734,"NZ","67","67","632j","CDI","O","C","ct_9",1838,"tr_3"
66747,"QA","14","14","344a","CDI","O","N","ct_8",480,"tr_6"
66748,"QA","94","94","525d","AUT","O","C","ct_3",1820,"tr_6"
66756,"HZ",NA,NA,"451a","CDI","O","C","ct_9",1817,"tr_6"
66766,"FZ","77","93","388a","CDI","O","C","ct_9",1821,"tr_1"
66812,"QB","66","66","434g","CDI","O","C","ct_8",1736,"tr_2"
66818,"JA","95","75","431f","CDI","O","C","ct_9",1729,"tr_6"
66825,"QA","42","42","344b","CDI","O","P","ct_8",1262,"tr_2"
66870,"NZ","54","75","372d","CDI","O","C","ct_9",665,"tr_0"
66872,"HZ","59","94","333c","CDI","O","P","ct_9",1274,"tr_6"
66893,"GZ","75","75","554a","CDI","O","P","ct_6",600,"tr_1"
66901,"SZ","13","13","435b","CDI","O","C",NA,284,NA
66913,"SZ","66","66","676e","AUT","O","C","ct_9",1820,"tr_3"
66914,"QB","37","37","461f","CDI","O","P","ct_8",1456,"tr_1"
66918,"OZ","35","35","373b","CDI","O","C","ct_8",1820,"tr_6"
66919,"CE","60","60","674a","CDI","O","C","ct_9",1826,"tr_6"
66934,"BZ",NA,NA,"685a","CDI","O","C","ct_9",413,"tr_1"
66948,"OZ","34","34","621f","AUT","O","C","ct_2",1820,"tr_5"
66959,"JA","75","75","543b","CDI","O","P","ct_9",1821,"tr_0"
66967,"QB","80","80","525d","CDI","O","C","ct_8",421,"tr_5"
66971,"OZ","17","17","451g","CDI","O","C","ct_2",1517,"tr_6"
66981,"QA","42","42","344b","CDI","O","C","ct_8",2912,"tr_2"
66987,"GZ","35","35","634c","CDI","O","C","ct_9",1280,"tr_5"
66994,"IZ","62","80","636d","CDI","O","C","ct_9",513,"tr_1"
66995,"HZ","35","35","461f","CDI","O","C","ct_9",1625,"tr_5"
67008,"HZ","02","92","333e","CDI","O","C","ct_9",1970,"tr_1"
67014,"EZ","56","56","485a","CDI","O","C","ct_9",1726,"tr_5"
67020,"MA","76","76","542a","CDI","O","C","ct_9",1771,"tr_4"
67034,"CA","62","62","628a","CDI","O","C","ct_9",1692,"tr_3"
67048,"KZ","74","74","467a","CDI","O","P","ct_9",1413,"tr_2"
67056,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
67085,"GZ","26","26","554a","CDI","O","C","ct_9",2147,"tr_1"
67093,"GZ","35","35","627d","CDI","O","C","ct_9",1595,"tr_4"
67095,"IZ","92","92","561c","CDI","O","P","ct_9",1167,"tr_3"
67100,"FZ","44","44","543h","CDD","O","C",NA,465,NA
67106,"CL","92","92","543h","CDI","O","C","ct_9",644,"tr_6"
67108,"PZ","50","50","524c","CDI","O","C","ct_4",1565,"tr_5"
67109,"NZ","2B","2B","691e","CDI","O","C","ct_8",2028,"tr_3"
67113,"TZ","64","40","563c","CDI","O","P",NA,173,NA
67118,"PZ","60","60","523b","AUT","O","C","ct_1",1213,"tr_4"
67119,"AZ","29","29","691e","CDI","O","C",NA,236,NA
67149,"NZ","56","75","373d","CDI","O","N","ct_9",1355,"tr_6"
67151,"NZ","91","92","684a","CDI","O","C",NA,636,"tr_6"
67159,"QA","34","34","526a","CDI","O","C","ct_8",1618,"tr_6"
67185,"PZ","44","44","422e","CDI","O","C",NA,302,NA
67190,"RZ","17","17","541b","CDI","O","C","ct_9",880,"tr_2"
67191,"QB","89","89","563a","CDI","O","N","ct_7",3000,"tr_1"
67198,"NZ","33","33","652a","CDI","O","C","ct_9",1706,"tr_5"
67205,"CC","57","57","675c","CDI","O","C","ct_9",1479,"tr_1"
67206,"OZ","75","92","542a","CDI","O","C","ct_4",1820,"tr_5"
67222,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
67234,"CK","72","27","463b","CDI","O","C","ct_9",1802,"tr_4"
67252,"HZ","44","44","333c","CDI","O","C","ct_9",1820,"tr_6"
67257,"NZ","60","60","676e","CDI","O","C","ct_9",1497,"tr_5"
67281,"CM","95","95","543h","CDI","O","C","ct_9",1603,"tr_2"
67287,"JA","82","31","544a","CDI","O","C","ct_9",1156,"tr_3"
67299,"HZ","13","13","461d","CDI","O","C","ct_5",1816,"tr_6"
67304,"CM","94","94","477b","CDI","O","C","ct_9",1331,"tr_1"
67314,"QA","28","28","433a","CDI","O","C","ct_9",1820,"tr_1"
67338,"OZ","25","25","545d","CDI","O","C","ct_8",2044,"tr_5"
67354,"IZ","57","57","561e","CDI","O","C","ct_9",1086,"tr_2"
67356,"QB","60","95","373d","CDI","O","C","ct_8",1811,"tr_5"
67359,"CE","54","54","475a","CDI","O","C","ct_9",1616,"tr_4"
67361,"QB","95","95","563a","CDI","O","N","ct_7",897,"tr_0"
67363,"CB","71","71","675a","CDI","O","C","ct_9",302,"tr_0"
67366,"HZ","69","69","641b","CDI","O","C","ct_9",638,"tr_6"
67368,"OZ","67","67","524c","AUT","X","P","ct_2",1352,"tr_1"
67371,"NZ","93","95","684a","CDI","O","P","ct_9",1483,"tr_3"
67390,"QA","76","76","526a","CDI","O","C","ct_9",1825,"tr_6"
67410,"QB","62","62","676e","AUT","O","C","ct_8",1820,"tr_6"
67415,"FZ","62","62","632e","CDI","O","C","ct_9",1575,"tr_3"
67418,"QA","92","92","525d","CDI","O","C","ct_8",1820,"tr_6"
67432,"HZ","33","47","643a","CDI","O","P","ct_6",182,"tr_1"
67453,"IZ","77","75","561f","CDI","O","C","ct_9",1231,"tr_2"
67454,"GZ","91","75","534a","CDI","O","C","ct_9",622,"tr_6"
67464,"QB","25","25","563a","CDI","O","N","ct_7",1726,"tr_1"
67478,"DZ","85","75","388c","CDI","O","C","ct_9",1510,"tr_2"
67485,"NZ","92","92","684a","CDI","O","P","ct_9",612,"tr_3"
67489,"QB","29","29","434b","CDI","O","C","ct_8",1820,"tr_4"
67500,"TZ","37","37","563c","CDD","O","C",NA,125,NA
67501,"RZ","26",NA,"543b","CDD","O","N","ct_9",840,"tr_1"
67517,"CB","30","30","387b","CDI","O","C","ct_9",910,"tr_6"
67539,"GZ","74","74","643a","CDI","O","C","ct_9",423,"tr_2"
67541,"OZ","71","71","435b","CDI","O","P","ct_2",1248,"tr_6"
67554,"QB","70","70","563b","CDI","O","N","ct_7",806,"tr_1"
67555,"QA","77","93","541b","CDI","O","P","ct_6",1436,"tr_1"
67578,"QB","14","14","525d","CDI","O","P","ct_9",770,"tr_4"
67580,"NZ","68","68","652a","CDI","O","C","ct_9",1297,"tr_5"
67584,"JB","67","68","554g","AUT","O","C","ct_9",1062,"tr_3"
67586,"GZ","95","95","374d","CDI","O","C","ct_9",1059,"tr_4"
67591,"SZ","91","91","564b","CDI","O","P","ct_8",893,"tr_2"
67593,"FZ","2A","2B","382a","CDI","O","C","ct_9",1666,"tr_4"
67605,"CL","39","01","674a","CDI","O","C","ct_9",418,"tr_5"
67606,"QB",NA,NA,"434e","CDI","O","C","ct_8",885,"tr_3"
67625,"CH","51","51","628c","CDI","O","C","ct_9",866,"tr_5"
67626,"HZ","73","73","466a","CDI","O","C","ct_9",1617,"tr_5"
67630,"QA","68","68","525d","CDI","O","C","ct_3",1797,"tr_5"
67638,"QB","33","33","525d","CDI","O","C","ct_8",1533,"tr_3"
67646,"HZ","59","59","643a","CDI","O","C","ct_9",1820,"tr_6"
67647,"QA","13","13","433a","CDI","O","P","ct_9",1260,"tr_2"
67648,"QB","94","75","526c","CDI","O","C","ct_8",221,"tr_3"
67658,"NZ","19","01","674a","CDD","O","N","ct_9",702,"tr_2"
67669,"QA","64","64","542a","CDI","O","C","ct_8",1589,"tr_3"
67691,"CL","01","01","673c","CDI","O","C","ct_9",1263,"tr_5"
67702,"CL","67","67","674d","CDI","O","C","ct_9",1492,"tr_6"
67703,"CH","60","60","484b","CDI","O","C","ct_9",1773,"tr_5"
67712,"CI","29","91","543g","CDI","O","C","ct_9",1950,"tr_2"
67735,"OZ","75","75","333e","CDI","O","C","ct_1",1820,"tr_6"
67737,"QB","13","13","563b","CDI","O","N","ct_7",678,"tr_1"
67743,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
67747,"BZ","85","85","621g","CDI","O","C","ct_9",402,"tr_2"
67754,"PZ","92","92","422c","CDI","O","C","ct_8",1669,"tr_4"
67757,"HZ","87","87","451a","CDI","O","C","ct_9",1810,"tr_6"
67760,"JC","93","78","388a","CDI","O","C","ct_9",949,"tr_6"
67769,"QB","79","79","434d","CDI","O","C","ct_8",1820,"tr_4"
67775,"QB","71","71","333f","CDI","O","C","ct_8",1820,"tr_1"
67778,"SZ","38","38","423b","CDI","O","P","ct_8",1034,"tr_1"
67791,"QB","75","75","541c","CDI","O","C","ct_8",1971,"tr_6"
67793,"CB","59","59","627a","CDI","O","C","ct_9",453,"tr_3"
67795,"QB","82","82","525d","CDI","O","P","ct_8",1661,"tr_4"
67798,"QA","02","51","526a","CDI","O","P","ct_8",1710,"tr_4"
67800,"GZ","70","57","373b","CDI","O","C","ct_9",680,"tr_2"
67821,"CG","25","25","674a","CDI","O","C","ct_9",1697,"tr_6"
67840,"RZ","91","92","461f","CDI","O","C","ct_9",299,"tr_4"
67866,"FZ","75","75","481a","CDI","O","C","ct_9",1605,"tr_1"
67873,"QB","61","61","434a","CDI","O","C","ct_8",1820,"tr_3"
67877,"DZ","33","33","462e","CDI","O","C","ct_9",1771,"tr_5"
67878,"TZ","17","17","563c","CDI","O","N","ct_7",574,"tr_1"
67879,"CH","49","49","623e","CDI","O","C","ct_9",1758,"tr_3"
67890,"HZ","59","59","546b","CDI","O","C","ct_9",1775,"tr_5"
67895,"CL","95","35","673c","CDI","O","P",NA,161,NA
67901,"CH","94","75","624f","CDI","O","C","ct_9",512,"tr_1"
67902,"PZ","13","13","422e","CDI","O","C",NA,277,NA
67903,"SZ","67","67","564b","CDI","O","P","ct_8",574,"tr_1"
67904,"GZ","31","31","433d","CDI","O","C","ct_9",1728,"tr_1"
67910,"QB","29","29","676e","CDI","O","P","ct_8",1193,"tr_4"
67914,"CM","32","32","675b","CDI","O","C","ct_6",1514,"tr_1"
67935,"QB","66","66","563a","CDI","O","N","ct_7",3000,"tr_1"
67937,"FZ","45","45","543f","CDI","O","P","ct_9",1444,"tr_1"
67943,"PZ","49","49","422c","CDI","O","P","ct_8",807,"tr_4"
67944,"QA","34","34","525d","CDI","O","C","ct_3",1820,"tr_5"
67945,"KZ","75","75","388a","CDI","O","C","ct_9",1820,"tr_6"
67947,"QA",NA,NA,"526b","CDI","O","C","ct_6",1482,"tr_1"
67951,"NZ","73","73","684a","CDI","O","P","ct_9",1277,"tr_4"
67955,"MA","42","42","624b","CDI","O","C","ct_9",1436,"tr_6"
67964,"OZ","35","35","333f","CDI","O","P","ct_2",1638,"tr_6"
67978,"OZ","85","85","467d","CDI","O","C","ct_8",692,"tr_6"
67986,"GZ","34","34","551a","CDI","O","C","ct_9",1823,"tr_5"
67987,"QB","27","27","525d","CDI","O","C","ct_9",1778,"tr_4"
67988,"CG","12","12","675b","CDI","O","C","ct_9",1524,"tr_5"
67989,"CA","13","13","461f","CDI","O","C","ct_9",1820,"tr_6"
68002,"PZ","59","59","421b","CDI","O","C","ct_8",1213,"tr_2"
68011,"QA","76","76","526a","CDI","O","C","ct_9",1803,"tr_6"
68016,"CG","32","32","628a","CDI","O","C","ct_9",453,"tr_3"
68026,"CC","51","51","675b","CDI","O","C","ct_9",1041,"tr_5"
68068,"OZ","57","57","621f","CDD","O","P","ct_2",1407,"tr_6"
68069,"QA","02","02","632k","AUT","O","C","ct_3",1820,"tr_6"
68100,"GZ","78","95","388a","CDI","O","C","ct_9",1820,"tr_6"
68102,"TZ","10","10","563c","CDD","O","C",NA,235,NA
68108,"GZ","45","45","551a","CDI","O","C","ct_9",483,"tr_6"
68117,"GZ","65","32","463c","CDI","O","C","ct_9",1799,"tr_5"
68124,"QA","13","13","451h","CDI","O","P","ct_3",1380,"tr_6"
68125,"GZ","27","27","433d","CDI","O","P","ct_9",579,"tr_2"
68128,"IZ","31","31","561d","AUT","X","C","ct_8",629,"tr_1"
68129,"GZ","95","95","552a","CDI","O","P","ct_9",1549,"tr_5"
68130,"JC","06","13","478c","CDI","O","C","ct_9",1722,"tr_5"
68132,"CA","66","66","463d","CDI","O","C","ct_9",1453,"tr_5"
68133,"QB","37","37","526d","CDI","O","C","ct_8",1795,"tr_5"
68154,"CJ","57","68","388d","CDI","O","C","ct_9",1924,"tr_5"
68157,"HZ","34","34","451a","CDI","O","P","ct_9",1274,"tr_3"
68163,"PZ","35","35","421b","CDI","O","P","ct_8",2198,"tr_2"
68165,"QB","12","12","563a","CDI","O","N","ct_7",1727,"tr_0"
68168,"TZ","37","93","563c","CDI","O","C",NA,831,NA
68170,"QB","91","78","526a","CDI","O","C","ct_9",2543,"tr_5"
68212,"MA","30","30","542a","CDI","O","P","ct_9",1469,"tr_1"
68219,"HZ","25","25","486d","CDI","O","C","ct_9",1779,"tr_6"
68221,"QB","38","38","423a","CDI","O","P","ct_8",550,"tr_3"
68235,"SZ","60","60","541b","CDI","O","P","ct_8",1440,"tr_1"
68246,"HZ","94","75","451a","CDI","O","C","ct_9",1789,"tr_3"
68258,"SZ","92","92","424a","CDI","O","P","ct_8",581,"tr_1"
68262,"NZ","75","92","684a","CDI","O","P","ct_9",1017,"tr_6"
68264,"QA","13","13","433a","CDI","O","C","ct_9",1820,"tr_1"
68270,"QB","35","35","526d","CDI","O","C","ct_8",1800,"tr_4"
68274,"CJ","88","88","672a","CDI","O","P","ct_9",1040,"tr_5"
68278,"GZ","77","93","554a","CDI","O","C","ct_9",1575,"tr_6"
68279,"OZ","64","64","434g","CDI","O","P","ct_2",1311,"tr_6"
68281,"QA","63","63","431f","CDI","O","C","ct_8",1820,"tr_6"
68283,"IZ","92","60","636d","CDI","O","C","ct_9",1436,"tr_1"
68290,"GZ","47","47","691e","CDI","O","C","ct_9",1248,"tr_3"
68303,"QB","52","52","563a","CDI","O","N","ct_7",1748,"tr_0"
68305,"CK","76","76","632a","CDI","O","C","ct_9",1390,"tr_2"
68337,"MB","69","69","385a","CDI","O","C","ct_5",1834,"tr_6"
68345,"RZ","78","78","465b","CDI","O","C",NA,195,NA
68347,"QB","26","26","684a","CDI","O","P","ct_8",2111,"tr_3"
68348,"NZ","47","47","691e","TOA","O","C","ct_8",542,"tr_1"
68349,"QB","68","68","526a","CDI","O","C","ct_8",1822,"tr_4"
68351,"NZ","91","91","684a","CDD","O","P","ct_9",325,"tr_6"
68354,"QB","76","76","564b","AUT","X","P","ct_8",443,"tr_4"
68360,"NZ","62","62","543f","CDI","O","C","ct_9",1700,"tr_6"
68375,"HZ","56","56","641b","CDI","O","P","ct_9",891,"tr_5"
68379,"JA","28","75","542a","CDI","O","C","ct_9",1595,"tr_6"
68380,"QA","87","87","526d","CDI","O","C","ct_8",1820,"tr_5"
68399,"CC","91","91","652a","CDI","O","C","ct_9",1761,"tr_5"
68401,"MA","01","01","691e","CDI","O","C","ct_9",1927,"tr_2"
68412,"QB","92","75","542a","CDI","O","C","ct_8",1820,"tr_5"
68415,"DZ","69","69","383a","CDI","O","C","ct_9",1820,"tr_6"
68423,"IZ","78","78","561d","CDI","O","C","ct_9",1782,"tr_3"
68426,"QB","60","60","434f","CDI","O","C","ct_8",988,"tr_5"
68427,"AZ","14","14","691c","CDI","O","C",NA,152,NA
68441,"GZ","14","14","553b","CDI","O","P","ct_9",1549,"tr_3"
68443,"SZ","44","44","685a","CDI","O","P","ct_8",866,"tr_1"
68444,"FZ","75","93","632k","CDI","O","C","ct_9",1450,"tr_2"
68482,"PZ","74","74","525a","CDI","O","P","ct_8",845,"tr_3"
68483,"NZ","26","73","534a","CDI","O","C","ct_9",769,"tr_6"
68505,"CJ","19","19","462a","CDI","O","C","ct_9",1706,"tr_5"
68511,"SZ","83","83","684a","AUT","X","P","ct_8",803,"tr_5"
68514,"NZ","95","92","486e","CDI","O","C","ct_9",718,"tr_6"
68516,"CF","27","76","543b","CDI","O","C","ct_9",1826,"tr_3"
68521,"OZ","2B","2B","451g","CDI","O","C","ct_5",1743,"tr_5"
68532,"QA","33","33","431f","CDI","O","C","ct_8",1851,"tr_4"
68535,"QB","93","75","543g","CDI","O","C","ct_8",1742,"tr_4"
68547,"QB","93","93","524c","CDI","O","C",NA,178,NA
68554,"IZ","65","65","636d","CDI","O","C","ct_6",580,"tr_0"
68563,"QB","69","69","434a","CDI","O","C","ct_8",1814,"tr_4"
68564,"JA","17","52","375b","CDI","O","P","ct_9",910,"tr_2"
68566,"TZ",NA,NA,"563c","CDI","O","C",NA,262,NA
68571,"GZ","80","80","634d","CDI","O","C","ct_9",1481,"tr_2"
68574,"QA","76","76","432d","CDI","O","P","ct_6",1331,"tr_1"
68582,"HZ","91","94","423b","CDI","O","C",NA,152,NA
68593,"QB","78","78","526c","CDI","O","C","ct_9",1596,"tr_2"
68597,"QB","91","94","526a","CDI","O","C","ct_8",1820,"tr_4"
68604,"CH","39","01","623g","CDI","O","C","ct_9",1859,"tr_2"
68606,"LZ","79","79","684a","CDI","O","C","ct_5",1820,"tr_5"
68623,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
68632,"QB","12","12","542a","CDI","O","C","ct_8",1810,"tr_3"
68639,"QB","13","13","632k","CDI","O","P","ct_8",1219,"tr_4"
68654,"CK","67","67","383c","CDI","O","P","ct_9",1456,"tr_1"
68658,"TZ","36","36","563b","CDI","O","C",NA,1107,NA
68660,"HZ","64","65","546c","CDI","O","C","ct_9",2017,"tr_3"
68668,"GZ","67","92","534a","CDI","O","C","ct_9",1820,"tr_6"
68680,"HZ","67","67","656c","CDI","O","C","ct_9",757,"tr_6"
68685,"GZ","2B","2B","684a","CDI","O","C",NA,215,NA
68686,"CA","24","47","676a","CDI","O","C","ct_9",1820,"tr_4"
68708,"MC","82","13","553c","CDI","O","C",NA,271,NA
68727,"NZ","67","67","684a","CDI","O","P","ct_9",500,"tr_4"
68732,"IZ","83","83","684a","TOA","O","C","ct_9",740,"tr_2"
68733,"CC","60","60","675b","CDI","O","C","ct_9",152,"tr_3"
68737,"QA","13","13","451h","CDI","O","C","ct_9",1592,"tr_5"
68745,"GZ","48","48","684a","CDI","O","P","ct_9",2654,"tr_1"
68749,"CM","91","91","622a","CDI","O","C","ct_9",1894,"tr_4"
68761,"CA","72","72","674c","CDI","O","C","ct_9",1659,"tr_6"
68766,"FZ","62","62","477c","CDI","O","C","ct_9",1859,"tr_4"
68784,"QB","91","91","563a","CDI","O","N","ct_7",2433,"tr_1"
68786,"AZ","02","02","692a","CDI","O","C","ct_9",1417,"tr_1"
68813,"QA","18","18","526e","CDI","O","C","ct_9",1478,"tr_2"
68814,"QB","28","28","525d","CDI","O","P","ct_8",1492,"tr_4"
68843,"QB","62","62","525d","CDI","O","C","ct_9",1844,"tr_4"
68844,"CA",NA,NA,"643a","CDI","O","C","ct_9",1745,"tr_5"
68856,"RZ",NA,NA,"534a","CDI","O","C","ct_9",1313,"tr_3"
68865,"QA","75","75","525d","CDI","O","C","ct_3",1679,"tr_6"
68886,"CM","72","92","477b","CDI","O","C","ct_9",1827,"tr_4"
68889,"IZ","83","83","543g","TOA","O","C","ct_9",629,"tr_2"
68893,"OZ",NA,NA,"523c","CDI","O","C","ct_2",1827,"tr_6"
68896,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
68900,"NZ","66","66","564a","CDI","O","P","ct_8",1820,"tr_1"
68913,"FZ","30","30","637d","CDI","O","C","ct_9",732,"tr_1"
68914,"OZ","79","79","524c","AUT","X","P","ct_2",794,"tr_3"
68915,"QB","05","05","563a","CDI","O","N","ct_7",1485,"tr_1"
68922,"PZ","23","87","341a","CDI","O","C","ct_8",1820,"tr_5"
68923,"HZ","86","86","526e","CDI","O","C","ct_9",2048,"tr_1"
68925,"CA","38","38","628a","CDI","O","C","ct_9",1827,"tr_4"
68927,"QB","69","69","525d","CDI","O","C","ct_8",1681,"tr_3"
68929,"CA","63","63","674c","CDI","O","C","ct_9",1382,"tr_5"
68965,"PZ","63","63","423b","CDI","O","P","ct_1",1159,"tr_3"
68972,"CA","35","35","625f","CDI","O","P","ct_9",219,"tr_5"
68993,"CK","60","60","624g","CDI","O","C","ct_9",1759,"tr_3"
68996,"QB","78","78","526a","CDI","O","C","ct_9",760,"tr_4"
69003,"HZ","24","24","451a","CDI","O","C","ct_9",1820,"tr_2"
69014,"QB","93","93","526a","CDI","O","P","ct_8",911,"tr_2"
69017,"QA","91","91","542a","CDI","O","C","ct_6",1540,"tr_1"
69020,"CI","38","38","622a","CDI","O","C","ct_9",1821,"tr_6"
69025,"GZ",NA,NA,"487a","CDI","O","C","ct_9",2030,"tr_3"
69028,"NZ","35","35","461f","CDI","O","C","ct_9",1487,"tr_5"
69035,"QA","24","24","526a","CDI","O","C","ct_8",288,"tr_6"
69039,"PZ","58","58","542a","CDI","O","C","ct_5",1820,"tr_3"
69074,"PZ","81","31","523b","CDI","O","C",NA,152,NA
69076,"PZ","79","17","423b","CDI","O","C","ct_8",1747,"tr_3"
69079,"KZ","70","70","467a","CDI","O","C","ct_9",1820,"tr_2"
69086,"IZ","77","93","636d","CDI","O","C","ct_9",1189,"tr_1"
69089,"GZ","69","69","684a","CDI","O","C","ct_9",250,"tr_3"
69103,"GZ","67","67","543b","CDI","O","C","ct_9",1848,"tr_4"
69108,"IZ","13","13","561f","CDI","O","P","ct_9",156,"tr_3"
69114,"QB","76","76","563b","AUT","O","C",NA,209,NA
69117,"MB","92","92","342g","CDI","O","C","ct_5",1830,"tr_6"
69121,"QB","91","91","526a","CDI","O","C","ct_8",2732,"tr_3"
69127,"GZ","70","70","552a","CDI","O","P","ct_9",1637,"tr_1"
69137,"RZ","78","78","424a","CDI","O","P","ct_8",438,"tr_1"
69141,"QB","90","90","434d","CDI","O","C","ct_8",1717,"tr_5"
69152,"QA","03","03","525d","CDI","O","C","ct_3",1820,"tr_6"
69158,"QB",NA,NA,"524c","AUT","X","P","ct_2",554,"tr_4"
69163,"QA","78","75","526b","CDI","O","C","ct_9",1568,"tr_1"
69176,"CE","60","60","676c","CDI","O","C","ct_9",1508,"tr_4"
69180,"FZ","51","51","632j","CDI","O","C","ct_9",793,"tr_0"
69182,"CH","93","63","462e","CDI","O","C","ct_9",1248,"tr_3"
69184,"CC","06","06","676e","CDI","O","C","ct_9",749,"tr_1"
69192,"GZ","30","30","653a","CDI","O","C","ct_9",1772,"tr_4"
69212,"MB","73",NA,"374c","CDI","O","C","ct_9",1724,"tr_0"
69215,"QB","87","33","563b","AUT","O","P","ct_2",842,"tr_1"
69219,"QB","71","71","563b","CDI","O","C",NA,521,NA
69223,"HZ","26","26","521a","AUT","O","C","ct_9",607,"tr_4"
