primary_key,working_hours,job_dep,job_desc,Employee_count,EMPLOYER_TYPE,JOB_CATEGORY,Remuneration,Type_of_contract,eco_sect,Work_condition
84108,1460,"83","634c","tr_1","ct_9","O",12590,"CDI","GZ","C"
84119,1021,"83","525d","tr_4","ct_8","X",11061,"AUT","QB","P"
84128,1904,"83","674d","tr_3","ct_9","O",19240,"CDI","CH","C"
84136,2235,"83","525d","tr_3","ct_9","O",23688,"CDI","QB","C"
84145,1839,"78","382d","tr_2","ct_9","O",81764,"CDI","MA","C"
84150,1906,"83","380a","tr_6","ct_9","O",64728,"CDI","CL","C"
84154,878,"83","636a","tr_3","ct_9","O",9601,"CDI","GZ","C"
84159,977,"83","562a","tr_1","ct_9","O",9902,"CDI","SZ","P"
84171,838,"83","632f","tr_1","ct_9","O",9988,"CDI","FZ","C"
84173,1906,"83","372b","tr_6","ct_9","O",41889,"CDI","CL","C"
84175,706,"06","684a","tr_4","ct_9","O",4034,"CDI","NZ","P"
84180,1418,"04","373c","tr_3","ct_9","O",47899,"CDI","GZ","C"
84191,2122,"83","534a","tr_3","ct_8","O",22387,"CDI","QB","C"
84195,1796,"83","554a","tr_1","ct_9","O",20076,"CDI","GZ","C"
84198,1845,"83","431f","tr_4","ct_9","O",28355,"CDI","QB","C"
84212,1488,"83","563b","tr_6","ct_8","O",14664,"CDI","QB","P"
84214,1506,"83","562b","tr_1","ct_9","O",21324,"CDI","SZ","C"
84216,1825,"83","526e","tr_3","ct_9","O",25132,"CDI","SZ","C"
84217,1483,"83","461d","tr_6","ct_8","O",20832,"CDI","OZ","P"
84220,126,"83","691d",NA,NA,"O",1193,"CDI","AZ","C"
84225,415,"06","431f","tr_4","ct_9","O",11334,"CDI","QB","P"
84226,1820,"83","523d","tr_6","ct_3","O",16626,"CDI","QA","C"
84227,1347,"83","621d","tr_5","ct_9","O",18703,"CDI","JB","C"
84238,152,"83","632g",NA,NA,"O",1110,"CDI","FZ","C"
84248,1816,"83","543f","tr_1","ct_9","O",37764,"CDI","GZ","C"
84259,1453,"83","525d","tr_5","ct_9","O",16989,"CDI","QB","C"
84273,1873,"83","526a","tr_4","ct_9","O",19636,"CDI","QB","C"
84274,1834,"83","525d","tr_3","ct_9","O",19941,"CDI","QB","C"
84287,2096,"42","371a","tr_5","ct_9","O",43148,"CDI","LZ","C"
84297,644,"83","461d","tr_3","ct_9","O",14182,"CDI","MA","P"
84298,1222,"83","434b","tr_3","ct_8","O",12747,"CDI","QB","P"
84313,1691,"83","652a","tr_6","ct_9","O",23495,"CDI","GZ","C"
84318,1605,"83","526a","tr_4","ct_8","O",12018,"CDI","QB","C"
84328,372,"83","636d","tr_0","ct_9","O",5604,"TOA","MA","C"
84329,1160,"83","563c",NA,NA,"O",10506,"CDI","TZ","C"
84332,151,"83","524c",NA,NA,"O",1785,"CDI","OZ","C"
84334,336,"13","342d","tr_4","ct_9","O",7943,"CDI","PZ","P"
84338,385,"92","546e","tr_1","ct_9","O",5770,"TOA","NZ","C"
84351,826,"83","554f","tr_1","ct_9","O",8965,"CDI","GZ","C"
84360,2124,"83","526e","tr_1","ct_9","O",20673,"CDI","QA","C"
84366,1529,"83","624g","tr_1","ct_9","O",14874,"CDI","CM","C"
84375,1575,"83","434c","tr_1","ct_8","O",19509,"CDI","QB","C"
84377,1603,"83","652a","tr_5","ct_9","O",21814,"CDI","CJ","C"
84388,2063,"83","526e","tr_3","ct_9","O",18747,"CDI","QA","C"
84397,152,"83","524b",NA,NA,"O",2877,"CDI","OZ","C"
84398,1733,"13","546b","tr_2","ct_9","O",25831,"CDI","HZ","C"
84401,1820,"83","463e","tr_1","ct_9","O",58658,"CDI","LZ","C"
84406,1615,"83","684a","tr_1","ct_6","O",14218,"CDI","NZ","P"
84418,2039,"83","331a","tr_1","ct_9","O",57768,"CDI","CA","C"
84424,1822,"13","374d","tr_5","ct_9","O",22828,"CDI","CK","C"
84425,1906,"83","388a","tr_6","ct_9","O",44673,"CDI","CL","C"
84426,1820,"83","333e","tr_6","ct_1","O",50754,"CDI","OZ","C"
84428,1395,"83","563b","tr_5","ct_8","O",12180,"CDD","SZ","P"
84430,1495,"83","682a","tr_1","ct_6","O",10083,"CDI","GZ","C"
84434,1553,"06","634a","tr_3","ct_9","O",17278,"CDI","GZ","C"
84436,163,"83","563b",NA,NA,"O",1804,"AUT","QB","C"
84452,1820,"13","632f","tr_2","ct_9","O",22128,"CDI","FZ","C"
84453,1764,"83","681b","tr_1","ct_9","O",24497,"CDI","FZ","C"
84458,1278,"83","471a","tr_4","ct_9","O",26913,"CDI","NZ","C"
84462,1891,"83","461e","tr_1","ct_9","O",31834,"CDI","MA","C"
84468,1626,"13","542a","tr_5","ct_8","O",29749,"CDI","QA","P"
84470,1292,"83","543g","tr_5","ct_9","O",22527,"CDI","GZ","C"
84474,304,"83","636a","tr_5","ct_9","O",3831,"CDI","GZ","C"
84479,1820,"83","473c","tr_3","ct_8","O",26354,"CDI","QB","C"
84481,3000,"83","344a","tr_5","ct_9","O",50550,"CDI","QA","C"
84490,228,"83","561f",NA,NA,"O",3258,"CDI","IZ","P"
84494,1810,"83","554b","tr_6","ct_9","O",26214,"CDI","GZ","C"
84499,1785,"83","542a","tr_2","ct_8","O",19730,"CDI","RZ","C"
84502,2024,"42","462b","tr_6","ct_9","O",25607,"CDI","GZ","C"
84507,1428,"13","534a","tr_3","ct_9","O",13194,"CDI","NZ","C"
84510,1876,"06","526a","tr_5","ct_2","O",19661,"CDD","QB","C"
84519,1656,"83","374d","tr_3","ct_9","O",25371,"CDI","QB","C"
84532,1020,"13","534a","tr_3","ct_9","O",8767,"CDI","NZ","C"
84537,1885,"83","634c","tr_3","ct_9","O",16068,"CDI","GZ","C"
84543,1771,"83","652a","tr_6","ct_9","O",24441,"CDI","HZ","C"
84558,2140,"13","534a","tr_6","ct_9","O",22800,"CDI","NZ","C"
84561,1746,"83","433c","tr_1","ct_9","O",34048,"CDI","CM","C"
84573,2061,"83","461d","tr_1","ct_9","O",30258,"CDI","MA","C"
84582,3000,"83","344a","tr_6","ct_9","O",52073,"CDI","QA","C"
84584,316,"83","552a",NA,NA,"O",3233,"CDI","GZ","C"
84593,1762,"83","684a","tr_2","ct_9","O",14036,"CDI","NZ","C"
84604,1261,"83","563b","tr_1","ct_7","O",12567,"CDI","QB","N"
84613,NA,"36","532c","tr_6","ct_1","O",11219,"AUT","OZ","N"
84615,1533,"83","481b","tr_3","ct_9","O",36809,"CDI","FZ","C"
84641,1820,"83","434d","tr_1","ct_8","O",25645,"CDI","QB","C"
84642,506,"83","421a","tr_1","ct_8","O",4935,"CDI","SZ","C"
84649,712,"83","526a","tr_4","ct_9","O",9178,"CDI","QB","P"
84651,1159,"83","563b","tr_0","ct_8","O",11773,"CDI","QB","C"
84662,625,"83","636d","tr_1","ct_9","O",5848,"CDI","IZ","P"
84663,1432,"83","543b","tr_2","ct_9","O",25960,"CDI","FZ","P"
84667,164,"83","681b",NA,NA,"O",1472,"CDI","FZ","C"
84669,1708,"83","481b","tr_3","ct_9","O",30581,"CDI","FZ","C"
84671,2275,"13","422b","tr_3","ct_9","O",49500,"CDI","PZ","C"
84682,1360,"83","641a","tr_3","ct_9","O",21936,"CDI","HZ","C"
84687,1017,"06","554e","tr_3","ct_9","O",8531,"CDI","GZ","C"
84691,1668,"83","461f","tr_3","ct_1","O",30769,"CDI","OZ","P"
84694,859,"06","526d","tr_4","ct_8","X",9068,"CDI","QB","C"
84695,1820,"83","341a","tr_5","ct_8","O",35515,"CDI","PZ","C"
84699,1721,"83","477b","tr_1","ct_9","O",26954,"CDI","GZ","C"
84701,1771,"83","676e","tr_4","ct_9","O",18616,"CDI","MA","C"
84703,616,"83","433a","tr_1","ct_8","O",5164,"CDD","SZ","C"
84715,1744,"13","632f","tr_2","ct_9","O",27032,"CDI","GZ","C"
84739,1820,"75","388a","tr_3","ct_9","O",25963,"CDI","JA","C"
84748,1831,"06","388b","tr_3","ct_9","O",59708,"CDI","JA","C"
84756,1306,"83","525d","tr_4","ct_8","O",12381,"CDI","QB","C"
84759,1797,"93","461f","tr_6","ct_9","O",25051,"CDI","NZ","C"
84765,387,"83","542a",NA,NA,"O",3454,"CDI","GZ","C"
84776,1359,"83","561c","tr_3","ct_9","O",16579,"CDI","IZ","C"
84781,1820,"83","564a","tr_1","ct_8","O",20325,"CDI","NZ","C"
84782,1607,"83","543c","tr_3","ct_9","O",19100,"CDI","MA","C"
84794,1690,"83","542a","tr_1","ct_9","O",24932,"CDI","CH","C"
84799,1411,"83","546b","tr_1","ct_4","O",23288,"CDI","HZ","P"
84802,1792,"06","422b","tr_4","ct_8","O",28483,"CDI","PZ","C"
84804,1792,"83","551a","tr_1","ct_9","O",17786,"CDI","GZ","C"
84815,1702,"83","463e","tr_1","ct_9","O",13689,"CDI","LZ","C"
84823,1820,"83","451a","tr_4","ct_9","O",21460,"CDI","HZ","C"
84829,1348,"83","561f","tr_1","ct_9","O",14854,"TOA","IZ","C"
84847,1820,"83","333e","tr_6","ct_1","O",34959,"CDI","OZ","C"
84854,1665,"83","561e","tr_3","ct_9","O",25467,"CDI","IZ","C"
84855,1747,"83","344d","tr_1","ct_9","O",38442,"CDI","GZ","C"
84863,1441,"83","424a","tr_1","ct_9","O",10805,"CDI","RZ","C"
84867,222,"83","526b","tr_1","ct_9","O",5938,"CDI","CM","C"
84868,1449,"83","632k","tr_3","ct_9","O",16087,"CDI","IZ","C"
84870,274,"83","472c","tr_3","ct_9","O",2260,"CDI","FZ","C"
84871,1820,"84","524b","tr_6","ct_1","O",21182,"CDD","PZ","C"
84874,1334,"13","674b","tr_5","ct_9","O",16350,"CDI","CA","C"
84885,1823,"84","373d","tr_1","ct_9","O",28534,"AUT","CM","N"
84886,1838,"84","551a","tr_6","ct_9","O",20887,"CDI","GZ","C"
84889,1803,"84","543g","tr_1","ct_9","O",17067,"CDI","MA","C"
84896,1675,"84","641a","tr_0","ct_9","O",17060,"CDI","HZ","C"
84898,1820,"84","451a","tr_2","ct_9","O",24177,"CDI","HZ","C"
84899,1813,"84","676e","tr_4","ct_8","O",4412,"AUT","QB","C"
84905,1643,"84","433d","tr_1","ct_9","O",19170,"CDI","GZ","C"
84906,1867,"84","551a","tr_2","ct_9","O",22125,"CDI","GZ","C"
84912,1820,"84","526d","tr_4","ct_8","O",24003,"CDI","QB","C"
84917,1388,"84","467a","tr_1","ct_9","O",22570,"CDI","KZ","P"
84918,1657,"84","433d","tr_1","ct_9","O",20316,"CDI","GZ","C"
84922,1820,"13","431f","tr_2","ct_8","O",30571,"CDI","QB","C"
84924,1414,"84","423a","tr_1","ct_9","O",11950,"CDI","PZ","C"
84929,2272,"84","525c","tr_6","ct_2","X",21661,"AUT","OZ","C"
84933,1589,"84","525d","tr_4","ct_9","O",16459,"CDI","QB","C"
84944,2200,"84","676d","tr_5","ct_9","O",35528,"CDI","HZ","C"
84945,659,"13","465b","tr_2","ct_8","O",6220,"CDD","RZ","N"
84947,1820,"13","341a","tr_5","ct_1","O",50126,"AUT","PZ","C"
84948,1857,"84","422e","tr_4","ct_1","O",15627,"CDD","PZ","C"
84949,1820,"84","524c","tr_2","ct_2","O",18248,"CDI","EZ","C"
84955,1550,"13","472c","tr_5","ct_9","O",23521,"CDI","DZ","C"
84957,1939,"13","477a","tr_6","ct_9","O",36523,"CDI","CL","C"
84958,1820,"84","526a","tr_5","ct_9","O",16016,"CDI","QA","C"
84960,2161,"13","484a","tr_1","ct_9","O",49049,"CDI","CA","C"
84967,1430,"84","562b","tr_1","ct_9","O",11267,"CDI","SZ","C"
84971,154,"84","641a","tr_1",NA,"O",1758,"AUT","NZ","C"
84973,1820,"92","525d","tr_5","ct_3","O",19772,"CDI","QB","C"
84976,1820,"84","381b","tr_4","ct_4","O",33403,"CDI","SZ","C"
84984,388,"84","628a","tr_4","ct_9","O",10649,"CDI","GZ","C"
84985,859,"84","643a","tr_1","ct_9","O",11006,"CDD","NZ","P"
84987,1606,"84","431f","tr_6","ct_3","O",25897,"AUT","QA","P"
84994,276,"84","563c",NA,NA,"O",3878,"CDI","TZ","P"
84997,600,"84","633d","tr_1","ct_9","A",2372,"APP","MA","C"
85006,1735,"84","525d","tr_4","ct_9","O",18047,"CDI","QB","C"
85035,1820,"84","525d","tr_6","ct_8","O",17523,"CDI","QA","C"
85037,546,"13","561d","tr_2","ct_9","O",5311,"CDI","IZ","C"
85057,598,"84","554a","tr_2","ct_9","O",7041,"CDI","GZ","C"
85063,1670,"13","551a","tr_3","ct_9","O",20219,"CDI","GZ","P"
85066,281,"77","642b",NA,NA,"O",2227,"CDI","HZ","C"
85074,1589,"84","546b","tr_6","ct_9","O",22842,"CDI","HZ","C"
85076,1780,"84","681a","tr_1","ct_9","O",17078,"TTP","NZ","C"
85084,1820,"84","542a","tr_3","ct_9","O",26533,"CDI","GZ","C"
85085,1272,"84","641a","tr_1","ct_9","O",13935,"CDI","HZ","C"
85089,1221,"84","564b","tr_3","ct_8","O",14753,"CDI","SZ","C"
85096,3000,"84","384b","tr_2","ct_9","O",52503,"CDI","CH","C"
85104,1820,"13","684a","tr_6","ct_9","O",15262,"CDI","NZ","C"
85106,1553,"84","563b","tr_3","ct_8","O",14416,"CDI","QB","P"
85108,1869,"84","422c","tr_4","ct_8","O",25495,"CDI","PZ","C"
85109,1464,"84","562b","tr_1","ct_9","O",17967,"CDI","SZ","P"
85134,1892,"84","641a","tr_1","ct_9","O",18070,"CDI","HZ","C"
85146,1575,"84","634c","tr_1","ct_6","O",14972,"CDI","GZ","C"
85148,3000,"84","563a","tr_1","ct_7","O",20338,"CDI","QB","N"
85151,1195,"84","461c","tr_3","ct_9","O",8568,"CDI","FZ","P"
85163,1492,"84","691e","tr_1","ct_9","O",17913,"CDI","GZ","P"
85168,440,"84","543b","tr_2","ct_9","O",5062,"CDI","FZ","P"
85171,1793,"84","653a","tr_3","ct_9","O",17765,"CDI","GZ","C"
85172,1771,"92","387a","tr_6","ct_9","O",43084,"CDI","JB","C"
85173,1773,"84","626c","tr_4","ct_9","O",40173,"CDI","CC","C"
85179,1652,"13","372d","tr_4","ct_9","O",30723,"CDI","MA","C"
85185,1137,"84","563b","tr_3","ct_8","O",18411,"CDI","QB","C"
85187,422,"84","636c","tr_1","ct_9","O",3986,"CDI","CA","P"
85192,300,"30","543h",NA,NA,"O",2222,"CDI","FZ","C"
85193,1679,"84","525d","tr_4","ct_9","O",14365,"CDI","QA","C"
85195,3000,"84","563a","tr_1","ct_7","O",17795,"CDI","QB","N"
85197,1552,"84","543f","tr_2","ct_9","O",12411,"CDI","NZ","C"
85211,609,"84","463e","tr_1","ct_9","O",4698,"CDI","LZ","C"
85213,417,"84","681a","tr_1","ct_9","O",5252,"CDI","FZ","C"
85215,404,"84","554a","tr_0","ct_6","O",3457,"CDI","CA","C"
85228,1820,"04","471a","tr_2","ct_2","O",23410,"AUT","CA","C"
85229,1820,"84","524b","tr_5","ct_1","O",14023,"CDI","PZ","C"
85235,1824,"84","521a","tr_3","ct_9","O",16037,"CDI","HZ","C"
85240,1462,"84","423a","tr_2","ct_9","O",10833,"CDI","PZ","C"
85243,1097,"11","463c","tr_3","ct_9","O",12787,"CDI","CA","N"
85247,1731,"30","641a","tr_1","ct_9","O",15316,"CDD","HZ","C"
85269,1244,"13","477c","tr_3","ct_9","O",39612,"CDI","GZ","C"
85282,1718,"84","634a","tr_1","ct_9","O",16725,"CDI","GZ","C"
85291,1608,"84","388c","tr_1","ct_9","O",38854,"CDI","JC","C"
85293,1311,"84","643a","tr_5","ct_9","O",11844,"CDI","HZ","C"
85295,2554,"84","563a","tr_1","ct_7","O",13596,"CDI","QB","N"
85307,728,"26","561d","tr_1","ct_9","O",7704,"TTP","NZ","C"
85312,1779,"94","385c","tr_6","ct_9","X",50001,"CDI","GZ","C"
85313,1590,"84","632f","tr_3","ct_9","O",21231,"CDI","FZ","C"
85314,1798,"26","525d","tr_6","ct_3","O",20012,"CDI","QA","C"
85321,829,"84","561e","tr_1","ct_9","O",20756,"CDI","IZ","C"
85323,1988,"84","523c","tr_6","ct_2","O",26527,"AUT","OZ","C"
85331,1728,"92","385c","tr_3","ct_9","O",42017,"CDI","GZ","C"
85332,2057,"13","651a","tr_3","ct_9","O",24144,"CDI","FZ","C"
85333,1546,"84","543f","tr_2","ct_9","O",22455,"CDI","GZ","C"
85344,607,"84","461e","tr_1","ct_8","O",11620,"CDI","PZ","C"
85351,1803,"84","467c","tr_0","ct_8","O",25221,"CDI","KZ","C"
85354,1826,"26","534a","tr_6","ct_9","O",40853,"CDI","CE","C"
85364,1438,"84","641b","tr_3","ct_9","O",15593,"CDI","HZ","C"
85369,1795,"84","341b","tr_3","ct_8","O",18369,"CDI","PZ","P"
85372,1462,"84","423a","tr_2","ct_9","O",10479,"CDI","PZ","C"
85376,1694,"84","621a","tr_2","ct_9","O",31471,"CDI","FZ","C"
85377,2008,"13","463b","tr_2","ct_9","O",20294,"CDI","GZ","C"
85382,1911,"84","551a","tr_6","ct_9","O",18283,"CDI","GZ","C"
85392,1546,"38","342g","tr_6","ct_5","O",41932,"CDI","MB","P"
85397,1859,"84","628g","tr_1","ct_9","O",17295,"CDI","MA","C"
85401,1820,"84","632g","tr_1","ct_9","O",31083,"CDI","FZ","C"
85403,512,"84","676a","tr_1","ct_9","O",10455,"CDI","FZ","C"
85405,952,"84","478d","tr_2","ct_9","O",11535,"CDI","CM","C"
85421,1864,"84","653a","tr_1","ct_9","O",20059,"CDI","GZ","C"
85423,1930,"84","462e","tr_5","ct_9","O",29185,"CDI","CJ","C"
85425,1589,"84","525d","tr_4","ct_9","O",17354,"CDI","QB","C"
85427,1777,"83","485a","tr_2","ct_9","O",27258,"CDI","EZ","C"
85436,949,"84","462e","tr_2","ct_9","O",12249,"CDI","FZ","C"
85443,1634,"13","342g","tr_6","ct_5","O",28690,"CDI","MB","P"
85448,1637,"84","634c","tr_1","ct_9","O",21251,"CDI","GZ","C"
85450,475,"84","526c","tr_2","ct_8","O",6122,"CDI","QB","P"
85453,775,"73","561d","tr_1","ct_9","O",11516,"TOA","IZ","C"
85468,1218,"84","554a","tr_1","ct_9","O",13382,"CDI","CA","C"
85471,1496,"84","525b","tr_3","ct_8","O",16670,"CDI","PZ","P"
85473,2133,"84","622c","tr_2","ct_9","O",37253,"CDI","CM","C"
85475,625,"78","463e","tr_5","ct_9","O",5722,"AUT","GZ","N"
85476,1247,"84","462b","tr_6","ct_9","O",28525,"CDI","GZ","C"
85481,276,"84","433d","tr_4","ct_8","O",5987,"CDI","QB","P"
85489,1279,"84","461e","tr_5","ct_9","O",24819,"CDI","JA","C"
85498,1785,"84","554a","tr_3","ct_8","O",25835,"CDI","GZ","C"
85499,1560,"84","525b","tr_3","ct_8","O",12040,"CDI","PZ","P"
85504,2114,"84","636a","tr_4","ct_9","O",34079,"CDI","GZ","C"
85505,1512,"84","525b","tr_5","ct_1","O",15883,"CDI","PZ","P"
85508,1785,"84","543b","tr_5","ct_8","O",22815,"CDI","MA","C"
85512,562,"84","561d","tr_3","ct_9","O",6713,"CDI","IZ","C"
85519,1820,"92","373c","tr_6","ct_9","O",42801,"CDI","JC","C"
85520,2200,"84","552a","tr_5","ct_9","O",13051,"CDI","GZ","P"
85527,1506,"13","684a","tr_2","ct_9","O",12081,"CDI","NZ","P"
85539,1472,"84","433d","tr_1","ct_9","O",18912,"CDI","GZ","P"
85545,1588,"84","477c","tr_1","ct_9","O",17771,"CDI","GZ","C"
85549,1820,"84","462b","tr_3","ct_9","O",22268,"CDI","GZ","C"
85557,1057,"84","486d","tr_3","ct_9","O",14699,"CDI","GZ","C"
85578,1300,"35","526a","tr_6","ct_8","O",18694,"CDI","QA","C"
85605,1786,"84","477d","tr_1","ct_9","O",45345,"CDI","EZ","C"
85607,171,"69","524b",NA,NA,"O",2397,"CDD","PZ","C"
85610,1613,"13","541b","tr_2","ct_1","O",23193,"CDI","QA","C"
85614,1820,"84","341a","tr_5","ct_8","O",24649,"CDI","PZ","C"
85634,1345,"84","377a","tr_0","ct_9","O",32509,"CDI","IZ","C"
85640,2018,"30","563c","tr_1","ct_7","O",20679,"CDI","TZ","N"
85641,600,"84","633d","tr_1","ct_9","A",2757,"APP","MA","C"
85649,1820,"84","342b","tr_6","ct_1","O",43385,"AUT","PZ","C"
85651,536,"84","563b","tr_2","ct_9","O",5509,"CDI","QB","P"
85655,1636,"84","461c","tr_1","ct_8","O",29941,"CDI","SZ","P"
85662,3000,"84","563a","tr_1","ct_7","O",31535,"CDI","QB","N"
85670,1850,"84","524c","tr_6","ct_2","O",21033,"AUT","OZ","C"
85672,129,"84","563c",NA,NA,"O",1355,"CDI","TZ","C"
85674,715,"84","543f","tr_1","ct_9","O",16875,"CDI","JC","C"
85676,1364,"83","684a","tr_5","ct_9","O",11793,"CDI","NZ","P"
85679,886,"84","433d","tr_3","ct_9","O",8205,"CDI","GZ","C"
85682,1537,"84","681a","tr_2","ct_9","A",8290,"APP","FZ","C"
85685,1547,"84","433d","tr_1","ct_9","O",18341,"CDI","GZ","P"
85691,1820,"84","542a","tr_4","ct_5","O",19096,"CDI","PZ","C"
85707,1909,"85","486b","tr_3","ct_9","O",24384,"CDI","CM","C"
85708,1560,"85","461f","tr_0","ct_9","O",20577,"CDI","MA","P"
85709,604,"85","552a","tr_4","ct_9","O",7825,"CDI","GZ","P"
85718,1276,"85","632h","tr_1","ct_9","O",13486,"CDI","FZ","P"
85722,1858,"85","543b","tr_5","ct_9","O",22883,"CDI","CI","C"
85734,1653,"85","632f","tr_2","ct_9","O",23595,"CDI","FZ","C"
85737,1122,"17","542a","tr_0","ct_9","O",12375,"CDI","KZ","P"
85743,1836,"79","479b","tr_1","ct_9","O",21734,"CDI","GZ","C"
85757,1466,"44","543h","tr_0","ct_9","A",11719,"APP","GZ","C"
85765,1830,"85","461d","tr_3","ct_9","O",33595,"CDI","JA","C"
85766,1456,"85","374d","tr_1","ct_9","O",24463,"CDI","GZ","C"
85769,1720,"85","344d","tr_1","ct_9","O",41494,"CDI","GZ","C"
85775,1470,"85","625f","tr_6","ct_9","O",18526,"CDI","CA","C"
85776,727,"85","542a","tr_2","ct_8","O",8841,"CDI","PZ","P"
85777,1647,"85","525d","tr_4","ct_8","O",19842,"CDI","QB","P"
85779,512,"85","525d","tr_1","ct_9","O",5510,"CDI","QB","P"
85780,1735,"85","422b","tr_4","ct_8","O",22007,"CDI","PZ","C"
85784,1840,"85","526e","tr_3","ct_9","O",19384,"CDI","QA","C"
85793,2080,"85","691d","tr_2","ct_8","O",21357,"CDI","NZ","C"
85797,1691,"85","653a","tr_5","ct_9","O",16683,"CDI","GZ","C"
85800,1431,"85","625b","tr_3","ct_9","O",12171,"CDD","CA","C"
85805,180,"85","625c","tr_6","ct_9","O",5114,"CDI","CL","C"
85808,341,"85","641b","tr_3","ct_9","O",4346,"CDI","HZ","P"
85809,1705,"85","554a","tr_1","ct_9","O",16181,"CDI","CA","C"
85818,1558,"85","623e","tr_4","ct_9","O",18405,"CDI","CM","C"
85822,1799,"85","562a","tr_1","ct_6","O",14834,"CDI","SZ","C"
85825,910,"85","545c","tr_1","ct_9","O",10608,"CDD","KZ","C"
85829,1673,"44","543e","tr_5","ct_9","O",37848,"CDI","KZ","C"
85831,1334,"85","543f","tr_5","ct_9","O",14256,"CDI","CM","P"
85835,1553,"85","474c","tr_6","ct_9","O",20013,"CDI","CL","C"
85836,1694,"85","674b","tr_2","ct_9","O",19673,"CDI","CA","C"
85839,1820,"44","545b","tr_6","ct_9","O",23848,"CDI","KZ","C"
85862,893,"85","542a","tr_1","ct_8","O",13738,"CDI","SZ","C"
85863,243,"17","684b","tr_4","ct_9","O",5491,"CDI","EZ","C"
85868,1771,"85","526d","tr_2","ct_8","O",21394,"CDI","QB","C"
85869,1688,"85","676c","tr_1","ct_9","O",13412,"CDI","CM","C"
85870,1466,"44","543h","tr_0","ct_9","A",11782,"APP","GZ","C"
85873,1866,"79","623a","tr_5","ct_9","O",33904,"CDI","CK","C"
85875,1890,"85","526e","tr_2","ct_9","O",22698,"CDI","QA","C"
85881,1391,"49","474b","tr_3","ct_9","O",48881,"CDI","CH","C"
85883,1547,"85","684a","tr_2","ct_9","O",16937,"CDD","NZ","P"
85884,2331,"85","563a","tr_1","ct_7","O",7500,"CDI","QB","N"
85887,1713,"85","554d","tr_1","ct_9","O",14043,"CDI","GZ","C"
85892,1820,"85","422d","tr_5","ct_8","O",23828,"CDI","PZ","C"
85895,1000,"85","545d","tr_6","ct_8","O",17762,"CDI","OZ","C"
85907,1448,"85","676a","tr_3","ct_9","O",17525,"CDI","CG","C"
85909,1833,"85","627c","tr_6","ct_9","O",38093,"CDI","CB","C"
85912,1704,"85","386e","tr_5","ct_9","O",28734,"CDI","CM","C"
85915,1271,"85","526a","tr_4","ct_8","O",17511,"CDI","QA","P"
85919,1748,"85","636d","tr_1","ct_9","O",14929,"CDI","IZ","C"
85928,1820,"85","641b","tr_3","ct_9","O",21335,"CDI","HZ","C"
85932,1654,"44","477b","tr_5","ct_9","O",24151,"CDI","CH","C"
85938,127,"85","691c",NA,NA,"O",1385,"CDI","AZ","C"
85940,1063,"49","564b","tr_3","ct_8","O",10122,"CDI","SZ","P"
85943,2200,"85","692a","tr_1","ct_9","O",13835,"CDI","AZ","C"
85947,276,"85","676e","tr_0","ct_9","O",2905,"TTP","NZ","C"
85958,1813,"85","554b","tr_1","ct_9","O",44175,"CDI","GZ","C"
85971,2200,"85","626b","tr_6","ct_9","O",20505,"CDI","CG","C"
85972,1792,"85","641a","tr_3","ct_9","O",16288,"CDI","GZ","C"
85974,1953,"85","653a","tr_5","ct_9","O",22204,"CDI","CG","C"
85975,1820,"85","373d","tr_6","ct_9","O",51979,"CDI","CH","C"
85986,3000,"85","563a","tr_1","ct_7","O",15294,"CDI","QB","N"
85996,364,"85","542a","tr_1","ct_9","O",11683,"CDI","MA","P"
85997,1882,"85","461f","tr_5","ct_9","O",21929,"CDI","CA","C"
86006,1894,"85","625f","tr_6","ct_9","O",26075,"CDI","CA","C"
86021,937,"49","554a","tr_2","ct_9","O",8579,"CDI","CA","C"
86024,260,"85","433d",NA,NA,"O",3235,"CDI","GZ","C"
86025,892,"85","563c","tr_1","ct_7","O",9660,"CDI","TZ","N"
86029,1820,"85","341a","tr_3","ct_8","O",34564,"CDI","PZ","C"
86048,1820,"85","421b","tr_3","ct_1","O",28863,"AUT","PZ","C"
86050,1829,"85","526d","tr_3","ct_8","O",19426,"CDI","QB","C"
86051,1778,"85","477a","tr_6","ct_9","O",27205,"CDI","CA","C"
86062,1930,"85","641a","tr_1","ct_9","O",19228,"CDI","HZ","C"
86068,1760,"85","621c","tr_5","ct_9","O",20993,"CDI","FZ","C"
86080,NA,"85","335a","tr_3","ct_2","O",8208,"AUT","OZ","N"
86095,1871,"49","485a","tr_2","ct_9","O",24617,"CDI","EZ","C"
86098,1439,"44","543g","tr_5","ct_9","O",18995,"CDI","GZ","C"
86101,1639,"85","552a","tr_5","ct_9","O",19173,"CDI","GZ","P"
86110,1640,"85","623e","tr_6","ct_9","O",23103,"CDI","CK","C"
86115,1907,"85","551a","tr_2","ct_9","O",18905,"CDI","GZ","C"
86120,722,"49","542a","tr_4","ct_9","O",7549,"CDD","QA","C"
86123,1820,"92","463d","tr_6","ct_9","O",51192,"CDI","GZ","C"
86133,1820,"85","475a","tr_1","ct_9","O",26673,"CDI","MC","C"
86134,1854,"85","461d","tr_4","ct_9","O",31967,"CDI","CA","C"
86140,168,"85","682a","tr_1","ct_9","A",847,"APP","GZ","C"
86141,1726,"85","634c","tr_1","ct_9","O",16164,"CDI","GZ","C"
86145,1820,"85","625c","tr_3","ct_9","O",23060,"CDI","CG","C"
