primary_key,LAST_OCCUPATION_42,LAST_EMP_TYPE,retirement_age
80503,"csp_6_5","cond16",60
80524,"csp_6_7","cond16",59
80527,"csp_3_4","cond16",60
80537,"csp_4_6","cond22",60
80549,"csp_4_6","cond16",60
80569,"csp_5_4","cond16",60
80593,"csp_4_3","cond16",65
80605,"csp_4_6","cond16",60
80610,"csp_4_6","cond16",65
80620,"csp_4_3","cond16",62
80630,"csp_4_5","cond16",56
80642,"csp_4_8","cond16",64
80647,"csp_3_8","cond16",56
80650,"csp_5_5","cond16",60
80665,"csp_4_8","cond16",60
80673,"csp_5_5","cond16",57
80678,"csp_3_8","cond16",60
80699,"csp_3_7","cond16",65
80707,"csp_3_8","cond16",59
80710,"csp_6_2","cond16",57
80730,"csp_4_3","cond16",65
80739,"csp_3_7","cond16",57
80753,"csp_3_1","cond21",56
80756,"csp_4_7","cond16",60
80769,"csp_5_2","cond16",60
80771,"csp_6_2","cond16",58
80782,"csp_5_4","cond16",62
80786,"csp_6_4","cond16",60
80791,"csp_6_7","cond16",57
80795,"csp_5_6","cond16",60
80798,"csp_4_6","cond16",58
80799,"csp_4_6","cond16",60
80812,"csp_2_1","cond21",60
80818,"csp_5_6","cond16",60
80826,"csp_6_2","cond16",60
80833,"csp_4_8","cond16",60
80834,"csp_5_2","cond16",60
80837,"csp_5_2","cond16",61
80843,"csp_3_7","cond16",62
80844,"csp_6_3","cond16",60
80850,"csp_1_1","cond21",62
80860,"csp_5_6","cond16",54
80862,"csp_5_2","cond16",60
80866,"csp_6_3","cond16",60
80872,"csp_4_3","cond21",65
80891,"csp_6_8","cond15",60
80895,"csp_5_6","cond16",65
80897,"csp_6_7","cond16",60
80903,"csp_5_6","cond16",60
80905,"csp_6_7","cond16",60
80908,"csp_6_3","cond16",56
80917,"csp_5_6","cond16",64
80923,"csp_5_6","cond15",60
80925,"csp_1_3","cond22",62
80934,"csp_6_3","cond16",59
80946,"csp_1_3","cond22",60
80951,"csp_6_8","cond16",55
80952,"csp_4_2","cond22",63
80965,"csp_6_8","cond15",60
80969,"csp_3_1","cond21",59
80974,"csp_5_6","cond15",54
80976,"csp_6_4","cond16",60
80978,"csp_1_1","cond22",60
81014,"csp_1_1","cond21",61
81017,"csp_5_6","cond16",60
81019,"csp_5_2","cond16",62
81022,"csp_5_4","cond16",60
81025,"csp_4_4","cond16",60
81026,"csp_5_2","cond16",60
81051,"csp_5_4","cond16",54
81052,"csp_5_6","cond12",61
81066,"csp_1_1","cond21",65
81078,"csp_5_2","cond16",57
81085,"csp_6_3","cond16",60
81086,"csp_6_8","cond15",60
81093,"csp_2_2","cond22",60
81094,"csp_3_7","cond16",59
81099,"csp_5_6","cond16",60
81105,"csp_5_5","cond16",60
81108,"csp_4_3","cond16",60
81120,"csp_4_6","cond16",55
81125,"csp_4_5","cond16",51
81126,"csp_4_8","cond16",60
81127,"csp_5_6","cond16",60
81139,"csp_4_6","cond16",60
81146,"csp_6_5","cond15",60
81148,"csp_1_1","cond21",63
81153,"csp_5_6","cond16",65
81154,"csp_6_2","cond16",57
81167,"csp_4_7","cond16",60
81183,"csp_4_3","cond15",60
81187,"csp_2_1","cond22",60
81195,"csp_6_3","cond16",60
81200,"csp_5_5","cond16",65
81203,"csp_6_5","cond16",62
81206,"csp_4_6","cond16",60
81209,"csp_4_7","cond16",60
81213,"csp_2_1","cond22",60
81220,"csp_4_6","cond16",60
81227,"csp_4_2","cond16",60
81228,"csp_4_8","cond16",65
81235,"csp_1_1","cond21",60
81242,"csp_6_7","cond15",62
81246,"csp_5_2","cond12",56
81259,"csp_5_2","cond16",62
81267,"csp_3_4","cond16",60
81269,"csp_5_2","cond16",60
81282,"csp_6_3","cond16",60
81286,"csp_6_4","cond16",62
81291,"csp_2_2","cond22",58
81318,"csp_2_2","cond21",62
81321,"csp_5_2","cond16",57
81322,"csp_2_1","cond22",65
81333,"csp_5_4","cond16",65
81334,"csp_5_4","cond16",56
81347,"csp_5_2","cond16",61
81363,"csp_4_6","cond16",60
81365,"csp_6_3","cond16",54
81370,"csp_2_1","cond22",60
81375,"csp_6_5","cond16",60
81381,"csp_5_2","cond16",64
81394,"csp_6_5","cond16",65
81395,"csp_5_5","cond16",60
81397,"csp_5_2","cond12",65
81401,"csp_1_1","cond22",65
81402,"csp_6_2","cond16",65
81403,"csp_6_3","cond16",60
81406,"csp_5_6","cond16",60
81412,"csp_4_7","cond16",60
81414,"csp_4_5","cond16",60
81427,"csp_6_4","cond16",60
81450,"csp_6_2","cond16",60
81459,"csp_5_2","cond16",59
81460,"csp_6_4","cond16",60
81468,"csp_6_2","cond16",60
81471,"csp_6_4","cond16",56
81492,"csp_6_9","cond16",60
81498,"csp_3_1","cond22",60
81505,"csp_4_3","cond22",61
81508,"csp_3_3","cond16",60
81516,"csp_4_2","cond16",60
81521,"csp_4_3","cond16",60
81525,"csp_5_2","cond16",61
81526,"csp_4_6","cond16",65
81529,"csp_3_7","cond16",58
81530,"csp_6_3","cond16",63
81542,"csp_4_3","cond12",60
81552,"csp_5_4","cond12",63
81571,"csp_6_7","cond16",60
81585,"csp_4_6","cond16",60
81589,"csp_5_5","cond16",60
81618,"csp_1_1","cond22",60
81624,"csp_5_4","cond16",60
81649,"csp_6_8","cond16",62
81655,"csp_6_4","cond16",61
81664,"csp_4_8","cond16",55
81667,"csp_6_3","cond16",62
81673,"csp_6_5","cond16",60
81675,"csp_5_6","cond16",64
81685,"csp_6_7","cond16",56
81691,"csp_5_6","cond15",60
81695,"csp_5_3","cond16",61
81696,"csp_3_1","cond22",60
81699,"csp_3_7","cond16",65
81704,"csp_5_2","cond15",65
81706,"csp_6_2","cond16",60
81713,"csp_4_2","cond16",60
81718,"csp_5_5","cond16",65
81729,"csp_4_2","cond16",60
81736,"csp_5_2","cond16",60
81741,"csp_6_4","cond16",60
81742,"csp_5_6","cond15",60
81747,"csp_4_2","cond16",61
81749,"csp_1_1","cond21",66
81752,"csp_5_6","cond16",59
81753,"csp_4_8","cond16",60
81763,"csp_5_2","cond16",60
81766,"csp_2_3","cond22",56
81768,"csp_6_3","cond16",58
81769,"csp_6_3","cond16",60
81778,"csp_6_4","cond16",60
81788,"csp_6_4","cond16",60
81796,"csp_6_5","cond16",60
81809,"csp_1_1","cond21",63
81820,"csp_6_7","cond16",58
81832,"csp_5_2","cond16",59
81839,"csp_2_1","cond21",60
81841,"csp_2_1","cond21",55
81847,"csp_4_8","cond16",60
81859,"csp_6_5","cond12",60
81863,"csp_5_6","cond16",63
81880,"csp_1_3","cond22",60
81888,"csp_1_3","cond22",60
81898,"csp_4_6","cond16",57
81908,"csp_6_3","cond16",60
81918,"csp_4_7","cond16",58
81919,"csp_6_4","cond16",60
81935,"csp_5_6","cond16",60
81953,"csp_4_7","cond16",67
81963,"csp_5_2","cond16",60
81968,"csp_6_2","cond16",63
81982,"csp_6_9","cond16",60
81990,"csp_5_4","cond16",60
81992,"csp_6_7","cond16",60
82011,"csp_4_3","cond16",60
82014,"csp_6_4","cond16",60
82017,"csp_4_2","cond15",65
82020,"csp_6_7","cond16",60
82027,"csp_5_6","cond16",55
82040,"csp_6_2","cond16",58
82052,"csp_5_2","cond16",60
82053,"csp_5_4","cond16",62
82056,"csp_4_2","cond16",65
82058,"csp_4_8","cond16",60
82060,"csp_2_2","cond21",56
82077,"csp_5_2","cond16",60
82090,"csp_5_4","cond16",65
82095,"csp_6_3","cond16",55
82096,"csp_6_9","cond15",60
82101,"csp_5_2","cond16",60
82102,"csp_6_3","cond16",55
82103,"csp_2_1","cond23",60
82106,"csp_6_3","cond16",62
82117,"csp_6_8","cond16",64
82118,"csp_6_7","cond16",65
82119,"csp_6_3","cond16",55
82133,"csp_5_6","cond16",65
82142,"csp_4_2","cond16",59
82148,"csp_5_2","cond16",56
82162,"csp_3_8","cond16",60
82171,"csp_6_3","cond16",60
82178,"csp_5_2","cond16",60
82189,"csp_1_1","cond21",65
82195,"csp_3_7","cond16",56
82214,"csp_1_1","cond23",60
82224,"csp_5_2","cond16",60
82231,"csp_1_3","cond22",65
82233,"csp_5_2","cond16",64
82234,"csp_5_2","cond16",65
82240,"csp_1_3","cond21",60
82241,"csp_2_1","cond22",65
82244,"csp_6_7","cond16",60
82249,"csp_6_9","cond15",65
82257,"csp_4_5","cond16",61
82258,"csp_1_3","cond22",60
82259,"csp_4_7","cond12",60
82264,"csp_6_5","cond16",61
82267,"csp_5_6","cond16",64
82269,"csp_4_8","cond16",60
82270,"csp_5_6","cond15",65
82286,"csp_5_6","cond15",60
82292,"csp_5_6","cond13",60
82299,"csp_6_8","cond16",65
82307,"csp_1_1","cond21",64
82312,"csp_4_6","cond16",60
82316,"csp_4_3","cond16",60
82317,"csp_5_6","cond16",55
82322,"csp_5_4","cond16",60
82330,"csp_4_5","cond16",60
82338,"csp_6_2","cond16",57
82354,"csp_6_8","cond16",60
82357,"csp_4_3","cond16",62
82361,"csp_6_7","cond15",65
82369,"csp_4_2","cond21",58
82370,"csp_4_7","cond16",60
82379,"csp_4_5","cond16",60
82380,"csp_6_8","cond16",60
82381,"csp_5_2","cond16",61
82383,"csp_5_6","cond16",60
82386,"csp_2_1","cond21",55
82388,"csp_5_2","cond16",60
82396,"csp_5_6","cond16",60
82406,"csp_5_5","cond16",60
82414,"csp_5_2","cond16",60
82422,"csp_3_3","cond16",60
82437,"csp_6_2","cond16",60
82445,"csp_1_1","cond21",65
82454,"csp_2_1","cond21",57
82458,"csp_5_6","cond16",60
82459,"csp_5_2","cond16",60
82469,"csp_4_6","cond16",60
82475,"csp_5_6","cond16",65
82476,"csp_5_4","cond16",53
82478,"csp_6_8","cond16",60
82484,"csp_4_5","cond16",60
82485,"csp_6_7","cond16",65
82488,"csp_6_7","cond16",65
82509,"csp_5_4","cond15",60
82525,"csp_5_5","cond16",65
82540,"csp_2_2","cond21",58
82560,"csp_6_2","cond16",60
82564,"csp_5_5","cond16",65
82567,"csp_5_4","cond16",60
82568,"csp_4_6","cond16",57
82577,"csp_5_4","cond16",60
82586,"csp_5_2","cond16",60
82587,"csp_1_1","cond21",61
82591,"csp_2_1","cond22",58
82596,"csp_4_7","cond16",64
82598,"csp_5_6","cond16",60
82605,"csp_2_1","cond21",60
82609,"csp_6_7","cond16",60
82611,"csp_4_6","cond16",60
82616,"csp_5_2","cond16",56
82628,"csp_5_6","cond16",64
82639,"csp_4_7","cond16",60
82644,"csp_1_3","cond22",60
82647,"csp_4_7","cond21",60
82649,"csp_5_4","cond16",63
82650,"csp_6_7","cond16",60
82662,"csp_1_1","cond21",55
82671,"csp_6_4","cond16",63
82682,"csp_4_2","cond16",65
82689,"csp_2_2","cond22",60
82714,"csp_5_2","cond16",54
82721,"csp_6_8","cond16",60
82724,"csp_4_6","cond16",61
82730,"csp_5_2","cond16",56
82737,"csp_5_6","cond16",61
82738,"csp_6_3","cond16",60
82741,"csp_2_1","cond21",59
82742,"csp_5_5","cond16",58
82746,"csp_5_5","cond16",56
82756,"csp_3_1","cond22",63
82758,"csp_4_8","cond16",60
82766,"csp_6_2","cond16",56
82768,"csp_5_4","cond16",54
82769,"csp_6_2","cond15",60
82771,"csp_5_2","cond16",65
82772,"csp_5_2","cond16",60
82780,"csp_1_3","cond22",61
82800,"csp_6_5","cond15",59
82815,"csp_3_4","cond16",60
82816,"csp_5_6","cond16",60
82826,"csp_5_4","cond16",60
82830,"csp_5_6","cond16",65
82836,"csp_1_2","cond22",60
82838,"csp_4_6","cond16",60
82839,"csp_4_3","cond16",55
82840,"csp_5_2","cond15",64
82856,"csp_6_2","cond12",63
82861,"csp_5_6","cond16",61
82862,"csp_5_6","cond16",63
82868,"csp_5_2","cond16",55
82889,"csp_5_2","cond16",56
82905,"csp_2_3","cond22",66
82912,"csp_4_7","cond16",60
82916,"csp_5_2","cond16",61
82917,"csp_2_1","cond21",56
82926,"csp_3_4","cond16",60
82929,"csp_4_8","cond16",60
82930,"csp_1_3","cond21",60
82935,"csp_4_7","cond16",59
82947,"csp_3_8","cond16",63
82950,"csp_4_3","cond16",60
82961,"csp_4_3","cond21",60
82987,"csp_4_3","cond21",52
82990,"csp_5_4","cond16",60
82995,"csp_3_7","cond16",59
82996,"csp_3_7","cond16",61
82997,"csp_2_2","cond22",65
83002,"csp_5_5","cond16",60
83016,"csp_5_5","cond16",57
83021,"csp_6_9","cond15",54
83026,"csp_4_7","cond16",60
83039,"csp_5_6","cond16",64
83044,"csp_5_5","cond16",60
83045,"csp_5_2","cond16",57
83048,"csp_1_3","cond22",60
83050,"csp_4_6","cond16",58
83051,"csp_1_1","cond21",62
83055,"csp_6_7","cond16",60
83061,"csp_5_4","cond16",59
83079,"csp_5_5","cond16",60
83092,"csp_6_4","cond16",60
83099,"csp_6_2","cond16",56
83101,"csp_5_2","cond16",60
83110,"csp_5_5","cond16",55
83122,"csp_6_8","cond16",58
83123,"csp_5_6","cond16",60
83133,"csp_5_6","cond16",60
83135,"csp_2_2","cond21",55
83136,"csp_5_2","cond15",60
83137,"csp_4_7","cond16",57
83147,"csp_1_2","cond21",60
83159,"csp_2_1","cond22",51
83161,"csp_4_6","cond16",57
83172,"csp_6_7","cond16",55
83177,"csp_4_6","cond21",60
83178,"csp_6_3","cond16",55
83192,"csp_5_2","cond16",60
83194,"csp_1_1","cond21",65
83200,"csp_5_5","cond16",59
83230,"csp_6_7","cond16",56
83232,"csp_2_1","cond22",59
83245,"csp_5_2","cond16",60
83251,"csp_5_6","cond16",60
83252,"csp_5_5","cond16",60
83258,"csp_4_6","cond16",56
83259,"csp_2_2","cond21",53
83273,"csp_5_2","cond16",65
83307,"csp_6_3","cond16",60
83313,"csp_3_1","cond21",60
83320,"csp_4_7","cond16",60
83322,"csp_4_7","cond16",60
83330,"csp_4_5","cond16",62
83332,"csp_6_3","cond16",60
83342,"csp_5_6","cond16",65
83349,"csp_3_4","cond16",56
83351,"csp_2_2","cond21",60
83373,"csp_5_6","cond16",60
83389,"csp_2_2","cond22",59
83393,"csp_4_3","cond16",55
83406,"csp_3_1","cond21",63
83416,"csp_5_2","cond16",62
83418,"csp_4_7","cond16",61
83448,"csp_5_5","cond16",54
83459,"csp_5_6","cond16",60
83471,"csp_5_2","cond16",65
83474,"csp_2_2","cond21",65
83476,"csp_5_6","cond16",65
83477,"csp_2_3","cond22",60
83485,"csp_5_2","cond16",60
83500,"csp_5_2","cond16",54
83504,"csp_4_6","cond15",57
83515,"csp_3_4","cond16",64
83516,"csp_2_3","cond22",60
83517,"csp_5_6","cond16",65
83524,"csp_5_2","cond15",60
83538,"csp_2_2","cond22",60
83541,"csp_2_1","cond21",60
83542,"csp_5_2","cond16",60
83544,"csp_4_6","cond16",55
83547,"csp_4_2","cond16",60
83564,"csp_4_5","cond16",60
83568,"csp_5_5","cond16",60
83573,"csp_6_8","cond16",63
83586,"csp_6_5","cond16",60
83602,"csp_6_7","cond12",60
83612,"csp_4_3","cond16",60
83616,"csp_6_2","cond16",58
83619,"csp_5_2","cond16",55
83632,"csp_3_3","cond16",60
83635,"csp_5_6","cond16",65
83639,"csp_2_1","cond21",65
83645,"csp_6_7","cond16",60
83646,"csp_5_2","cond16",60
83649,"csp_5_6","cond16",65
83655,"csp_3_7","cond16",60
83660,"csp_4_5","cond16",65
83661,"csp_3_7","cond16",60
83670,"csp_6_3","cond16",60
83675,"csp_5_6","cond16",60
83683,"csp_4_6","cond16",59
83685,"csp_5_4","cond16",64
83712,"csp_4_3","cond16",60
83719,"csp_6_8","cond16",60
83725,"csp_5_6","cond15",57
83735,"csp_3_1","cond21",60
83746,"csp_3_1","cond22",60
83757,"csp_5_6","cond16",64
83760,"csp_2_3","cond22",58
83769,"csp_3_8","cond16",60
83780,"csp_4_8","cond16",60
83783,"csp_4_6","cond16",60
83786,"csp_5_2","cond16",60
83791,"csp_6_2","cond16",60
83808,"csp_6_3","cond16",57
83812,"csp_6_2","cond16",57
83814,"csp_4_6","cond16",65
83817,"csp_1_1","cond21",55
83822,"csp_6_2","cond16",65
83829,"csp_3_7","cond16",60
83843,"csp_3_7","cond16",60
83844,"csp_4_3","cond21",60
83846,"csp_4_6","cond16",53
83848,"csp_6_2","cond16",54
83861,"csp_3_3","cond16",60
83882,"csp_6_7","cond16",57
83886,"csp_5_4","cond16",60
83887,"csp_6_8","cond16",57
83895,"csp_6_8","cond16",62
83896,"csp_5_2","cond16",60
83898,"csp_5_6","cond15",60
83901,"csp_4_3","cond21",57
83903,"csp_5_5","cond16",56
83905,"csp_5_2","cond16",60
83908,"csp_5_6","cond16",60
83909,"csp_4_2","cond16",55
83914,"csp_4_6","cond15",60
83916,"csp_3_8","cond16",56
83934,"csp_3_1","cond22",60
83943,"csp_4_6","cond16",60
83950,"csp_5_4","cond16",60
83998,"csp_5_4","cond16",60
84002,"csp_5_2","cond16",59
84009,"csp_5_2","cond16",61
84032,"csp_2_1","cond21",60
84047,"csp_4_7","cond15",65
84050,"csp_4_7","cond16",60
84052,"csp_2_2","cond21",64
84054,"csp_5_2","cond16",65
84059,"csp_5_2","cond15",65
84070,"csp_4_3","cond16",60
84072,"csp_3_8","cond16",65
84075,"csp_6_9","cond16",65
84076,"csp_4_8","cond16",65
84077,"csp_4_3","cond16",65
84088,"csp_4_6","cond16",55
84106,"csp_3_1","cond21",54
84111,"csp_6_3","cond16",62
84115,"csp_4_6","cond16",57
84121,"csp_3_8","cond16",60
84129,"csp_5_4","cond16",59
84134,"csp_2_2","cond23",65
84135,"csp_2_1","cond22",60
84138,"csp_1_1","cond22",65
84144,"csp_6_3","cond16",60
84148,"csp_5_6","cond16",56
84149,"csp_2_3","cond22",60
84151,"csp_3_7","cond16",61
84152,"csp_6_8","cond16",56
84153,"csp_5_4","cond16",56
84162,"csp_5_2","cond16",56
84187,"csp_5_6","cond16",65
84196,"csp_5_2","cond16",55
84197,"csp_5_6","cond16",65
84199,"csp_5_6","cond16",65
84205,"csp_4_3","cond16",60
84231,"csp_3_7","cond16",58
84234,"csp_5_2","cond16",54
84236,"csp_6_4","cond16",65
84250,"csp_5_2","cond13",60
84252,"csp_5_2","cond16",60
84253,"csp_6_4","cond16",60
84254,"csp_1_1","cond22",60
84255,"csp_6_7","cond16",60
84263,"csp_5_6","cond16",60
84264,"csp_5_5","cond16",60
84288,"csp_3_3","cond16",60
84291,"csp_4_7","cond16",60
84295,"csp_4_2","cond16",54
84299,"csp_6_4","cond16",60
84302,"csp_6_3","cond16",59
84303,"csp_5_6","cond16",60
84307,"csp_5_4","cond16",60
84308,"csp_5_6","cond16",60
84310,"csp_6_8","cond16",60
84343,"csp_5_4","cond16",60
84357,"csp_4_6","cond16",60
84358,"csp_4_6","cond16",66
84370,"csp_5_6","cond16",60
84379,"csp_3_8","cond16",56
84384,"csp_1_1","cond21",58
84387,"csp_4_2","cond16",60
84405,"csp_4_5","cond16",61
84407,"csp_2_1","cond21",55
84416,"csp_5_2","cond15",64
84419,"csp_5_5","cond16",63
84422,"csp_4_7","cond16",65
84431,"csp_5_4","cond16",60
84437,"csp_4_6","cond16",65
84438,"csp_6_2","cond16",54
84449,"csp_5_2","cond16",60
84454,"csp_5_6","cond16",60
84459,"csp_6_4","cond16",54
84461,"csp_3_4","cond16",68
84463,"csp_4_6","cond16",59
84466,"csp_6_7","cond16",56
84467,"csp_3_4","cond16",60
84471,"csp_4_5","cond16",60
84480,"csp_2_1","cond21",60
84483,"csp_3_8","cond16",61
84484,"csp_4_7","cond16",63
84486,"csp_5_4","cond16",60
84488,"csp_5_6","cond16",60
84493,"csp_2_2","cond21",60
84500,"csp_5_2","cond16",60
84501,"csp_6_5","cond16",60
84506,"csp_3_7","cond16",60
84527,"csp_5_6","cond16",61
84528,"csp_5_2","cond16",60
84529,"csp_4_5","cond16",61
84530,"csp_6_7","cond16",60
84540,"csp_5_2","cond16",60
84551,"csp_6_7","cond16",55
84562,"csp_5_4","cond16",60
84564,"csp_6_3","cond16",60
84575,"csp_2_3","cond22",64
84576,"csp_5_6","cond16",65
84590,"csp_3_1","cond21",57
84592,"csp_5_2","cond16",59
84608,"csp_5_6","cond16",60
84609,"csp_5_6","cond16",63
84626,"csp_5_6","cond16",65
84632,"csp_5_6","cond16",61
84637,"csp_6_7","cond16",63
84645,"csp_4_3","cond16",60
84648,"csp_5_2","cond16",65
84657,"csp_2_2","cond21",61
84660,"csp_3_7","cond16",64
84665,"csp_5_2","cond16",63
84675,"csp_2_3","cond22",60
84676,"csp_4_7","cond16",57
84677,"csp_3_7","cond16",65
84679,"csp_5_2","cond15",65
84683,"csp_3_1","cond16",64
84685,"csp_6_2","cond16",60
84692,"csp_5_5","cond16",60
84717,"csp_4_8","cond16",58
84724,"csp_5_6","cond16",60
84729,"csp_4_5","cond16",62
84737,"csp_3_1","cond22",60
84752,"csp_4_3","cond16",60
84753,"csp_4_3","cond16",60
84757,"csp_5_2","cond16",63
84760,"csp_4_6","cond16",60
84783,"csp_2_3","cond22",60
84784,"csp_4_5","cond16",60
84785,"csp_5_6","cond16",55
84792,"csp_5_4","cond16",53
84795,"csp_2_3","cond22",63
84796,"csp_4_3","cond16",60
84808,"csp_5_5","cond16",60
84814,"csp_4_2","cond16",61
84818,"csp_2_1","cond21",60
84822,"csp_6_2","cond16",60
84827,"csp_5_2","cond16",60
84830,"csp_1_1","cond21",65
84835,"csp_4_3","cond16",61
84842,"csp_2_3","cond22",62
84843,"csp_3_3","cond16",59
84846,"csp_4_5","cond16",60
84849,"csp_6_5","cond16",60
84853,"csp_6_2","cond16",60
84864,"csp_5_2","cond16",60
84876,"csp_4_7","cond16",58
84880,"csp_1_3","cond22",60
84881,"csp_6_7","cond16",60
84892,"csp_4_3","cond16",60
84910,"csp_6_3","cond16",60
84911,"csp_5_2","cond16",57
84935,"csp_6_5","cond16",60
84943,"csp_5_2","cond16",60
84950,"csp_1_3","cond22",65
84962,"csp_4_5","cond16",60
84963,"csp_5_2","cond16",62
84970,"csp_5_2","cond16",60
84991,"csp_4_8","cond16",64
85003,"csp_4_7","cond16",58
85017,"csp_5_4","cond16",60
85018,"csp_5_2","cond16",63
85023,"csp_5_6","cond16",65
85033,"csp_5_6","cond16",60
85036,"csp_4_6","cond16",57
85041,"csp_6_3","cond16",65
85049,"csp_3_1","cond21",55
85068,"csp_5_2","cond16",60
85079,"csp_6_8","cond16",65
85081,"csp_6_3","cond16",64
85113,"csp_6_2","cond16",60
85114,"csp_6_3","cond16",65
85122,"csp_5_4","cond16",65
85123,"csp_4_6","cond16",54
85137,"csp_5_6","cond16",60
85143,"csp_1_1","cond21",65
85144,"csp_4_6","cond16",60
85156,"csp_5_6","cond16",60
85162,"csp_6_2","cond16",60
85167,"csp_6_8","cond16",60
85174,"csp_5_6","cond16",65
85178,"csp_4_2","cond16",57
85182,"csp_4_7","cond16",63
85183,"csp_5_2","cond16",60
85184,"csp_3_7","cond16",55
85190,"csp_4_6","cond16",60
85203,"csp_6_8","cond15",54
85237,"csp_3_3","cond16",60
85241,"csp_5_5","cond16",60
85242,"csp_5_4","cond16",60
85250,"csp_2_1","cond21",60
85254,"csp_5_4","cond16",65
85259,"csp_5_6","cond16",60
85265,"csp_6_8","cond16",60
85280,"csp_5_2","cond16",60
85297,"csp_6_3","cond16",61
85315,"csp_6_7","cond12",65
85317,"csp_6_5","cond16",60
85324,"csp_3_5","cond16",57
85334,"csp_5_4","cond16",63
85337,"csp_1_3","cond22",55
85338,"csp_4_6","cond16",60
85349,"csp_4_3","cond16",60
85353,"csp_5_6","cond16",60
85366,"csp_6_5","cond16",60
85367,"csp_6_3","cond16",60
85370,"csp_4_6","cond16",58
85387,"csp_2_2","cond22",59
85388,"csp_4_6","cond16",63
85389,"csp_5_3","cond16",56
85390,"csp_3_4","cond16",60
85395,"csp_5_2","cond16",60
85399,"csp_6_5","cond16",60
85402,"csp_2_1","cond21",64
85408,"csp_5_5","cond16",60
85414,"csp_6_4","cond16",54
85416,"csp_4_6","cond16",60
85417,"csp_2_2","cond22",63
85419,"csp_2_3","cond22",61
85426,"csp_3_4","cond16",60
85429,"csp_5_6","cond16",60
85432,"csp_5_6","cond15",60
85452,"csp_5_6","cond16",63
85455,"csp_1_1","cond21",54
85472,"csp_6_2","cond16",55
85485,"csp_5_6","cond15",59
85491,"csp_3_7","cond16",60
85493,"csp_2_2","cond21",60
85495,"csp_4_7","cond16",60
85497,"csp_6_4","cond16",60
85506,"csp_6_8","cond16",65
85513,"csp_5_4","cond13",60
85514,"csp_5_4","cond16",60
85517,"csp_6_4","cond16",60
85523,"csp_5_2","cond16",55
85538,"csp_4_6","cond16",64
85544,"csp_4_8","cond16",64
85550,"csp_5_5","cond15",65
85556,"csp_5_6","cond16",64
85564,"csp_6_3","cond16",58
85566,"csp_2_2","cond22",63
85570,"csp_6_4","cond16",61
85574,"csp_6_5","cond16",64
85580,"csp_6_8","cond15",60
85585,"csp_4_6","cond16",65
85590,"csp_1_1","cond21",64
85591,"csp_5_6","cond16",60
85602,"csp_3_8","cond16",62
85609,"csp_5_2","cond16",60
85618,"csp_4_5","cond16",65
85623,"csp_5_2","cond16",60
85630,"csp_2_3","cond22",61
85635,"csp_5_5","cond16",62
85643,"csp_5_4","cond12",60
85663,"csp_2_1","cond21",60
85666,"csp_5_2","cond16",60
85668,"csp_4_6","cond16",60
85681,"csp_6_8","cond16",60
85693,"csp_4_3","cond16",57
85717,"csp_6_4","cond16",60
85727,"csp_5_2","cond16",60
85735,"csp_6_2","cond16",56
85741,"csp_6_7","cond16",64
85742,"csp_5_5","cond16",60
85746,"csp_2_1","cond22",59
85747,"csp_1_1","cond21",59
85748,"csp_4_3","cond16",55
85750,"csp_5_6","cond16",65
85760,"csp_5_6","cond16",65
85772,"csp_6_7","cond15",63
85774,"csp_1_1","cond21",60
85782,"csp_5_4","cond16",58
85788,"csp_5_4","cond16",59
85790,"csp_1_1","cond21",53
85796,"csp_6_3","cond16",56
85803,"csp_2_1","cond21",60
85810,"csp_4_6","cond16",60
85826,"csp_4_5","cond16",60
85843,"csp_4_5","cond15",60
85859,"csp_5_4","cond16",60
85864,"csp_5_4","cond16",65
85874,"csp_6_8","cond16",56
85876,"csp_5_2","cond16",63
85891,"csp_5_2","cond16",60
85896,"csp_1_1","cond22",64
85902,"csp_5_4","cond16",62
85908,"csp_4_3","cond16",60
85910,"csp_5_2","cond15",60
85914,"csp_6_7","cond16",58
85918,"csp_1_1","cond21",55
85924,"csp_6_2","cond16",61
85933,"csp_5_4","cond16",65
85939,"csp_6_8","cond16",56
85941,"csp_3_5","cond16",60
85953,"csp_1_1","cond21",59
85962,"csp_1_1","cond21",65
85963,"csp_6_2","cond16",65
85964,"csp_6_8","cond16",56
85968,"csp_6_2","cond16",55
85969,"csp_2_1","cond22",65
85981,"csp_4_2","cond16",60
85998,"csp_1_1","cond21",60
85999,"csp_2_1","cond21",60
86005,"csp_1_1","cond21",60
86007,"csp_5_2","cond13",65
86008,"csp_2_3","cond22",61
86016,"csp_6_8","cond16",54
86023,"csp_4_6","cond16",59
86035,"csp_5_4","cond16",60
86036,"csp_6_2","cond16",66
86044,"csp_5_2","cond16",54
86060,"csp_5_2","cond16",58
86066,"csp_4_6","cond16",65
86069,"csp_3_7","cond16",55
86075,"csp_5_2","cond16",65
86077,"csp_5_2","cond16",52
86081,"csp_5_6","cond16",60
86088,"csp_4_3","cond16",60
86089,"csp_6_8","cond16",60
86092,"csp_6_7","cond16",62
86100,"csp_6_7","cond16",65
86102,"csp_4_2","cond16",60
86104,"csp_5_4","cond16",63
86121,"csp_5_5","cond16",65
86122,"csp_5_2","cond16",63
86128,"csp_1_1","cond21",65
86138,"csp_1_1","cond22",58
86139,"csp_5_4","cond15",64
86150,"csp_5_5","cond16",60
86163,"csp_6_7","cond16",61
86178,"csp_5_2","cond16",60
